JobID,JobFlowID,InstanceCount,MapTaskCount,JobCounter,BlockSize,FileSize,RawCopyIn,Demux,ProcessJob,Merge,RawCopyOut,Job,JobRun
1dacd177-703e-4be0-b68c-6561328b0ef,j-2Z3LDA9NMUDOD,0,4,0,-1,-1,0,0,0,0,0,0,0
1dacd177-703e-4be0-b68c-6561328b0ef,j-2Z3LDA9NMUDOD,0,4,1,25165824,10514761914,494,576,15518,421,308,17323,0
