JobID,JobFlowID,InstanceCount,MapTaskCount,BlockSize,FileSize,JobCounter,RawCopyIn,Demux,HadoopJob,Merge,RawCopyOut,Job,JobRun
8125daca-0773-40fd-954b-ba62b4a2eb9,j-37V9DF1QAQAIF,6,4,0,-1,-1,0,0,0,0,0,0,0
8125daca-0773-40fd-954b-ba62b4a2eb9,j-37V9DF1QAQAIF,6,4,1,33554432,6321118503,233,247,820,0,0,1304,0
8125daca-0773-40fd-954b-ba62b4a2eb9,j-37V9DF1QAQAIF,6,4,2,16777216,6321118503,217,220,782,0,0,1224,0
8125daca-0773-40fd-954b-ba62b4a2eb9,j-37V9DF1QAQAIF,6,4,3,8388608,6321118503,223,270,0,0,0,0,0
